PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,Control_R1.raw.PG.Quantity,Control_R1.raw.PG.NrOfPrecursorsMeasured,Control_R1.raw.PG.NrOfStrippedSequencesIdentified,Control_R2.raw.PG.Quantity,Control_R2.raw.PG.NrOfPrecursorsMeasured,Control_R2.raw.PG.NrOfStrippedSequencesIdentified,Control_R3.raw.PG.Quantity,Control_R3.raw.PG.NrOfPrecursorsMeasured,Control_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R1.raw.PG.Quantity,TreatmentA_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R2.raw.PG.Quantity,TreatmentA_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R3.raw.PG.Quantity,TreatmentA_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R1.raw.PG.Quantity,TreatmentB_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R2.raw.PG.Quantity,TreatmentB_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R3.raw.PG.Quantity,TreatmentB_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R3.raw.PG.NrOfStrippedSequencesIdentified,PG.Log2FC,PG.Pvalue
P00294,GENE0294,Protein description 294,GENE0294_HUMAN,381.65474176242293,10,2,294.90886466306813,11,1,307.86349423185135,11,2,456.49492326011006,10,2,437.98419946530146,10,2,422.95748599981135,11,2,322.88055287545444,10,1,328.36722366793697,11,1,,12,1,0.4290540621709056,0.022881044373715798
P00295,GENE0295,Protein description 295,GENE0295_HUMAN,23977.641318085294,3,2,24539.751914751574,4,2,24928.495128004473,2,3,3493.2772193721785,3,3,4009.977900029857,3,2,4020.905043590617,2,2,16237.089447799184,4,2,16885.861301808207,3,3,17014.835827307645,4,2,-2.674898267142524,2.6378927525514893e-06
P00296,GENE0296,Protein description 296,GENE0296_HUMAN,46374.57184634611,6,5,42963.83807540143,6,4,36655.18878072878,5,4,55561.69409499444,5,4,50496.54142780642,4,5,59263.12904266108,4,4,6171.956638276395,4,5,5758.386460933538,5,4,5692.226311396658,6,5,0.3956452307185163,0.030300454354334466
P00297,GENE0297,Protein description 297,GENE0297_HUMAN,56015.749802079175,13,6,60778.240058161115,11,6,54189.203244368386,12,6,58219.43436997671,12,6,61212.38020927024,12,6,53017.49148362755,13,5,49233.664357526475,11,6,51350.72012463315,12,5,44247.77795683105,13,5,0.011466614618093729,0.8904857108297832
P00298,GENE0298,Protein description 298,GENE0298_HUMAN,17395.48862027906,12,3,22395.687986894747,13,4,18338.32422406909,13,4,180850.2190404487,12,3,260921.50429994575,14,4,176004.8424860887,13,4,18666.984452216784,14,3,16176.738296237227,14,4,14209.942029136295,14,3,3.3943382016694983,9.262191925367331e-05
P00299,GENE0299,Protein description 299,GENE0299_HUMAN,2106.473212278748,2,2,,1,3,2099.107882963509,1,3,,1,3,1571.3729584574255,1,2,1671.3001739673398,3,2,1464.6698069952583,2,2,1240.4854950952722,2,2,1311.154224574521,1,3,-0.37580468712505244,0.013760172929970331
P00300,GENE0300,Protein description 300,GENE0300_HUMAN,53749.651991687024,13,3,53384.39422276132,13,3,53345.66121780004,12,2,71664.30138136842,13,2,57992.36551781482,11,3,61803.267338870945,13,2,47108.22021897877,12,3,40780.9385959921,12,2,,11,2,0.24891877445349841,0.05139794470276789
P00301,GENE0301,Protein description 301,GENE0301_HUMAN,843102.3322902791,1,6,650696.3844236189,1,6,650502.8318373187,3,6,746791.3158510786,3,5,788384.4150130539,1,5,657621.6715041611,3,6,652073.7638991369,1,5,535024.0276373633,2,6,516865.5127465186,2,5,0.03920487534150041,0.8026187985573274
P00302,GENE0302,Protein description 302,GENE0302_HUMAN,2493.386801371004,12,8,2755.900002502723,12,8,,13,8,2885.7032205735863,14,8,2487.5418409043837,13,8,3331.355617480853,12,7,2381.972543721427,14,7,2177.565202562097,14,8,1899.9340781975525,14,7,0.13626924077616742,0.4718974923774135
P00303,GENE0303,Protein description 303,GENE0303_HUMAN,134117.31999771163,4,7,131195.82522074308,5,6,155233.44701527976,4,7,155885.7177458942,5,6,123504.45714778574,5,7,146566.8037612747,4,7,124702.6502344618,5,7,119814.95467195757,5,7,125153.80672135476,6,6,0.01565114439987525,0.9072031343489813
P00304,GENE0304,Protein description 304,GENE0304_HUMAN,23399.75417766229,5,3,17291.33970227853,7,2,14442.865507637893,6,3,23579.008408220034,6,2,22579.275213408786,5,3,20900.850813324243,6,3,15123.604508310067,7,3,17763.5726147563,5,2,16740.411211588063,6,3,0.3097212888428498,0.21316603851680274
P00305,GENE0305,Protein description 305,GENE0305_HUMAN,32456.17398632979,12,3,33308.47649716643,11,3,28371.00347837816,11,2,32683.297795139206,12,3,23794.30914723872,11,3,29157.69911015975,10,2,28002.154524446996,12,2,23975.799131348045,12,3,26228.418569777477,10,2,-0.14525082734597383,0.3931821728801608
P00306,GENE0306,Protein description 306,GENE0306_HUMAN,5589.479709441714,11,3,6125.384597446324,11,3,6896.144986210035,12,2,959.3286806350507,13,2,973.3193010749085,13,3,1026.5200303971928,13,3,4776.698779521927,12,2,5555.690454175038,13,3,5219.518003038754,12,3,-2.6481535304967565,8.90521124767647e-06
P00307,GENE0307,Protein description 307,GENE0307_HUMAN,16607.032675133585,6,6,14533.75129883046,6,7,17946.495417916107,7,7,19746.35458828679,7,7,24399.4923055963,8,6,22371.168954921697,6,7,18591.337742785552,8,6,14888.351989205812,7,7,19144.195377146163,6,7,0.43839150901929,0.025038505230158437
P00308,GENE0308,Protein description 308,GENE0308_HUMAN,306769.49586256954,5,2,293333.71659014793,7,2,296672.0152799457,7,1,421533.1221192658,6,1,385529.76828083774,6,1,376804.69629927987,6,1,294873.606419976,5,1,288462.6574968966,6,2,209101.2572478551,5,2,0.3992461386431643,0.0016681044080659201
P00309,GENE0309,Protein description 309,GENE0309_HUMAN,83436.5112516906,14,5,114502.64703261797,14,5,82402.44502518556,14,6,108755.9741433821,15,6,125463.57701238245,14,6,99921.80979567199,15,6,77488.23271831217,15,5,65909.38712868349,13,6,85140.49479907246,13,5,0.2641146746659402,0.22135541230675013
P00310,GENE0310,Protein description 310,GENE0310_HUMAN,690823.6514172667,15,6,684500.8604644691,14,6,655875.3162682318,15,5,81197.07279318276,15,5,84719.17395105492,15,6,77279.42588433942,13,5,474984.32891196635,15,5,764538.0517933604,15,6,458169.1935576935,13,5,-3.0627916932706576,2.7250430559560724e-07
P00311,GENE0311,Protein description 311,GENE0311_HUMAN,275998.9608305836,7,5,229499.0148055248,9,6,274497.99835609435,7,5,330450.07446837024,7,6,361407.52750325797,9,6,311916.7135665943,8,5,294238.0720479643,7,5,195581.74120898833,9,5,249899.810976837,7,5,0.3664244369840759,0.02673395176562361
P00312,GENE0312,Protein description 312,GENE0312_HUMAN,66218.55898486957,2,7,67343.443920751,1,8,89227.1910529818,1,8,80991.43950471748,1,7,66831.64445195951,2,8,69739.50144291372,1,7,65462.60137048823,1,8,77162.49365801219,3,8,51670.72365066504,2,8,-0.025326562910073847,0.8839839422928473
P00313,GENE0313,Protein description 313,GENE0313_HUMAN,621997.6516818086,14,6,661893.4657360488,14,6,670768.7311777466,14,5,830895.040311666,13,5,814377.5709412205,14,5,982449.472555423,15,5,513437.2714566901,13,5,649654.9620673122,14,6,751141.8070072394,13,6,0.4224745619319705,0.010143416744743823
P00314,GENE0314,Protein description 314,GENE0314_HUMAN,77196.03396788123,9,5,80308.60098102245,10,5,63218.372855996226,9,5,87808.22877331027,9,6,83022.20090962929,11,6,74569.32153758519,11,5,15652.884492403091,11,6,12725.445858833727,9,6,11404.241901329175,10,5,0.15733679972855086,0.2840272429863996
P00315,GENE0315,Protein description 315,GENE0315_HUMAN,157617.8335482169,8,5,121393.52367119417,8,4,150345.75996417532,10,5,175820.1780233792,10,4,142730.9749540435,10,5,144695.7841253606,9,5,109397.13447358292,8,4,134748.28591040958,8,5,127040.59621590801,10,5,0.11200519391017849,0.500043581470376
P00316,GENE0316,Protein description 316,GENE0316_HUMAN,24412.931474035162,4,6,18254.43273096637,4,5,19544.482425229082,4,6,20636.58345376023,3,5,25055.61966427626,2,6,,4,5,252591.77895554385,3,5,262329.22163297434,4,6,232170.28081810687,4,5,0.14428459337506006,0.5108161643110181
P00317,GENE0317,Protein description 317,GENE0317_HUMAN,,13,3,34993.16537540831,15,3,38701.689178054046,14,3,43180.41772483987,13,3,44502.71869824336,14,3,37586.618505696526,13,4,39573.5499081406,14,4,31003.281791316072,13,4,31029.403460833808,15,4,0.1784284134665306,0.20624468482101052
P00318,GENE0318,Protein description 318,GENE0318_HUMAN,9839.091533417773,10,2,9056.364107261124,12,1,7340.720673770153,12,1,11112.82851706314,10,1,14115.050482689667,12,1,11296.49533298926,10,1,7999.097154063394,10,2,7774.486602187637,12,1,7163.946651676211,10,2,0.47924703798368107,0.046210924189498924
P00319,GENE0319,Protein description 319,GENE0319_HUMAN,153391.1081153049,4,1,224146.647557182,3,2,158127.06329006722,5,1,257048.01157185712,4,1,289246.159209817,4,1,190089.0815259578,3,1,144585.16687315528,3,1,198607.83744704697,3,1,137624.55286049008,3,1,0.4594230805235675,0.14196495494057457
P00320,GENE0320,Protein description 320,GENE0320_HUMAN,3554.2296436954293,5,7,3696.7256411830353,7,6,3593.3672301779998,5,7,,7,6,495.14481930895715,6,6,513.2295357440461,5,7,4214.381545466881,6,6,3242.6944624916428,7,7,3498.879496222594,7,7,-2.8419078088359218,2.371288188870294e-06
P00321,GENE0321,Protein description 321,GENE0321_HUMAN,119681.3902385136,5,6,125034.60917579682,6,5,120701.87110769529,6,6,171346.41205255766,6,6,166314.12127709185,6,5,141487.20008187334,7,6,144233.90971395362,7,5,146796.4256868874,6,6,101466.79484254174,6,5,0.38617461035983425,0.01178229952852073
P00322,GENE0322,Protein description 322,GENE0322_HUMAN,22639.691359111323,12,4,29130.035025497404,13,3,22796.16280238935,13,3,2254.727571836822,13,3,2559.620873846547,13,3,2590.8176416525334,13,3,129108.23643099717,13,4,152785.06211719892,13,4,,13,4,-3.324548757528895,1.6467956722153753e-05
P00323,GENE0323,Protein description 323,GENE0323_HUMAN,229989.10737314695,8,7,267526.331355287,7,6,210103.7866425346,9,6,256955.9670589866,7,6,257207.10871019494,9,7,249593.52813407718,7,7,250090.67333161432,9,7,183965.95668875525,9,6,211470.588022816,8,7,0.11722786777373173,0.317251208618061
P00324,GENE0324,Protein description 324,GENE0324_HUMAN,114680.80602461951,13,5,127122.04601870506,13,5,83338.49582325392,12,5,141179.74219803486,12,5,122467.61336396036,14,5,127720.53328573222,14,5,93895.675602163,14,5,97293.92332833713,13,4,100227.02080270827,12,4,0.28734356203107936,0.21116212583807167
P00325,GENE0325,Protein description 325,GENE0325_HUMAN,561627.2181492915,9,3,753594.1009641158,11,2,685790.6617743608,9,2,727263.204182169,11,3,1053111.969352659,11,2,921342.0626215016,10,2,148859.03826005888,11,2,165692.01381875994,10,2,196764.44139401513,11,2,0.42721086933794084,0.09959130484108814
P00326,GENE0326,Protein description 326,GENE0326_HUMAN,95922.95328039821,7,6,104261.12061443782,5,5,113197.10531526992,7,5,129378.87307138121,7,6,139810.10003319662,7,6,153603.50538516566,5,5,90931.94018299057,6,5,84695.1200679108,7,5,113187.60239173284,5,6,0.4317651528118951,0.012218084093817224
P00327,GENE0327,Protein description 327,GENE0327_HUMAN,2364.8420896765915,6,3,2108.7040770032886,7,3,2087.3431495565037,8,4,2136.458861226354,8,4,2291.3865151375826,8,4,2659.5294941724283,8,4,1835.1535994523097,7,3,1865.2658803610507,7,4,,6,3,0.10761503829357544,0.38175272136124694
P00328,GENE0328,Protein description 328,GENE0328_HUMAN,29652.389351284044,11,8,30221.74049945701,12,7,34158.784410273176,11,7,38052.81836974515,12,8,35667.3462396646,13,8,32125.00401360666,12,7,23001.016209559013,11,7,27416.838071503986,11,8,25615.478320635666,13,7,0.17010402642604028,0.15008329401073323
P00329,GENE0329,Protein description 329,GENE0329_HUMAN,4221.299303625911,7,6,,8,6,3678.652111454997,8,7,5330.427348909295,7,7,4345.304180934687,9,7,4195.973720723,8,7,4165.320435467417,7,6,3444.81041259683,9,6,,9,6,0.222472485703884,0.2525548470820153
P00330,GENE0330,Protein description 330,GENE0330_HUMAN,10487.115754367022,11,6,12420.478235331797,9,6,15384.79424214897,11,6,12558.521954376476,10,7,14435.522476473989,9,6,13503.271841121252,10,6,12127.633720110947,10,7,12579.32613163868,10,7,10200.297775477158,11,6,0.09625173158384293,0.6018675098856499
P00331,GENE0331,Protein description 331,GENE0331_HUMAN,557316.0853023063,3,5,485556.73205928784,2,5,447003.8794919437,2,5,674695.8906925188,4,5,420454.7052647169,4,5,450502.564139752,2,6,443618.47334233683,3,5,414224.3662932822,3,5,377730.2633716802,4,5,0.02643335608069819,0.9148295704573339
P00332,GENE0332,Protein description 332,GENE0332_HUMAN,100822.63711047536,6,5,101601.48607807448,8,6,106734.14830820792,7,6,129624.83054298216,6,6,129399.92262656227,7,6,141129.30288755716,6,5,86910.52255432658,7,6,94154.30355988257,6,6,86921.58206457834,6,5,0.37147783460522277,0.001584115708597459
P00333,GENE0333,Protein description 333,GENE0333_HUMAN,9635.395205265246,8,7,7985.843724719423,9,6,8519.73597687405,10,7,12900.066084909615,10,7,12151.194366665697,10,7,10068.359565323886,8,6,8121.115233666192,9,7,8751.902276016508,8,7,9609.746144420635,9,6,0.42249736933546345,0.03430081794119278
P00334,GENE0334,Protein description 334,GENE0334_HUMAN,6455.6956553806585,5,4,5910.6600567790765,7,5,5031.112426346157,7,4,6186.415454464157,7,5,6836.766006135666,5,4,5953.4793267386385,5,5,4557.8892481503135,7,5,,5,4,4251.484071350765,6,5,0.13046052691050392,0.3414367675827707
P00335,GENE0335,Protein description 335,GENE0335_HUMAN,38563.78164208294,13,6,44278.91374065075,13,6,31955.756325479048,12,6,39794.48388124693,14,6,43144.582752669354,12,7,37363.70365682526,12,7,27942.468524496097,13,7,31350.296534716745,14,7,31990.969423284543,12,7,0.07781438792244089,0.6290947618557062
P00336,GENE0336,Protein description 336,GENE0336_HUMAN,3840.6754462017893,5,1,4635.739321328192,4,1,4431.865989290616,5,1,5626.60289264301,4,2,3790.988517102603,4,1,3815.498875250319,5,1,3962.649434439586,5,1,3279.039894949854,5,2,3597.7614359217437,4,1,0.014878726284912602,0.9457246065399629
P00337,GENE0337,Protein description 337,GENE0337_HUMAN,10439.272011143503,13,5,11226.295606610249,12,6,10105.17072315329,13,5,,13,5,,13,6,11240.720147513772,14,6,8714.55846385934,14,5,9044.651306467971,13,6,7335.662697776545,13,6,0.08740221370671541,
P00338,GENE0338,Protein description 338,GENE0338_HUMAN,50623.994567750306,3,5,65016.268594297806,2,5,50303.19827508086,2,4,65163.96144935576,3,5,68528.73421706934,2,5,64482.44441080423,3,4,46006.65242182539,2,5,56616.67359164816,3,4,58734.25478175467,2,4,0.26613918206418496,0.1000374463588377
P00339,GENE0339,Protein description 339,GENE0339_HUMAN,254324.83779450352,6,2,209115.84972949472,8,1,253219.5976761477,6,2,339280.8315622489,6,2,351224.6029165888,6,2,263866.0825103208,7,2,190044.73693954077,6,2,178115.69464120598,7,1,231705.32490390862,8,1,0.4077719686050685,0.06329867358119645
P00340,GENE0340,Protein description 340,GENE0340_HUMAN,97535.14402858507,8,5,77989.52595423251,7,6,111115.95025798307,9,5,124452.12122153418,9,6,135003.95182975777,7,6,152553.63522574087,7,5,78300.8169888815,9,5,86123.45397275325,9,5,76851.72282582869,8,5,0.5334989178343541,0.036051161948012195
P00341,GENE0341,Protein description 341,GENE0341_HUMAN,502.98196901220217,6,2,598.651909352186,4,2,549.3594289688735,4,1,766.7021125859179,5,2,546.593604546007,6,1,867.2640917580295,5,1,614.7080365262706,5,2,566.5624882839741,4,2,485.36196460061274,6,2,0.3785438930093985,0.1485576185363655
P00342,GENE0342,Protein description 342,GENE0342_HUMAN,69483.00973790998,8,6,53320.14794319403,8,6,53609.51095257227,10,6,69462.21042409509,9,6,56386.31535592055,8,6,76056.69179284846,10,6,351936.9344593542,9,6,308875.077793971,10,6,320306.0825571243,10,5,0.19493952493791333,0.3385603014125512
P00343,GENE0343,Protein description 343,GENE0343_HUMAN,33799.338530613146,13,4,28966.934067394235,13,5,38285.592780752864,12,5,41433.007679071154,13,5,39860.3547545142,12,4,46950.899353310015,13,4,38890.81192014057,13,4,31145.961912034694,13,4,29181.81238390773,14,5,0.3495614309987989,0.06254294026682265
P00344,GENE0344,Protein description 344,GENE0344_HUMAN,87249.76509890374,6,5,59210.11417446941,6,6,53936.90069618198,8,5,81912.3241725422,6,5,72598.84580509922,8,6,72962.06041196064,7,5,63431.71841872418,6,6,60370.83141207734,8,5,72322.21861833023,6,5,0.21296870192317918,0.38770547008652284
P00345,GENE0345,Protein description 345,GENE0345_HUMAN,553722.6088417214,10,6,513633.8722424557,10,6,593363.9304474118,8,5,595995.3759186589,10,5,556608.7775590727,10,6,757103.2645150583,8,6,512340.5352622743,9,5,441265.8613002166,8,6,468598.8127360811,9,6,0.1912112934441197,0.2642262030851055
P00346,GENE0346,Protein description 346,GENE0346_HUMAN,1191.167603003037,15,4,831.9250967501416,13,4,898.3736832686515,14,4,1041.3939834865448,15,4,1075.167408435503,13,3,1074.758024715677,15,3,692.5774112610679,13,4,728.4500070939291,15,3,879.7385459540678,13,4,0.14493321091367584,0.4113346756213693
P00347,GENE0347,Protein description 347,GENE0347_HUMAN,,14,5,,14,6,11350.155707480975,13,5,12223.617692302101,14,5,15769.310184157988,13,6,15200.465164502952,14,5,10863.778456641838,15,6,9295.717474762105,13,6,9466.041345742398,15,5,0.33425669498946675,
P00348,GENE0348,Protein description 348,GENE0348_HUMAN,85520.3918986647,2,2,94797.84230206805,1,3,80108.20568522043,1,3,106383.1268348796,1,2,91104.8363533448,1,2,99189.34181037378,3,2,63157.49334116757,3,3,102765.85857962783,2,2,73695.67522378362,1,2,0.1886124918070422,0.12037802783627698
P00349,GENE0349,Protein description 349,GENE0349_HUMAN,1857.1111109061608,12,6,2268.166891812563,11,7,2014.3665926458755,10,7,2433.3599709164982,12,7,2224.417243125532,11,6,,10,6,1879.0879750070717,11,6,2019.1258863718865,12,7,2113.98784614024,10,7,0.18988419302646875,0.2071460114594292
P00350,GENE0350,Protein description 350,GENE0350_HUMAN,390680.37192043336,13,2,503721.9495432603,14,1,416686.64843179804,14,2,490585.0280915172,14,2,442418.1336759076,12,2,490314.0599515937,13,2,510072.0545881512,13,2,399316.53908756893,13,1,334265.0583755786,14,1,0.1253468703243783,0.35764669798392557
P00351,GENE0351,Protein description 351,GENE0351_HUMAN,64202.837363343955,15,2,70764.64796668506,15,1,57158.684171302695,13,2,5059.14884787512,15,2,5531.494266657714,15,2,5977.833054230711,13,1,7214.856566533767,15,2,7843.322990418743,14,2,7385.409624557433,13,2,-3.533412101413411,6.2304870452831456e-06
P00352,GENE0352,Protein description 352,GENE0352_HUMAN,162773.241149343,11,5,122411.05001604455,13,6,172596.37482781586,11,5,183077.30828634847,11,6,149796.71104750736,12,5,144855.60979571857,12,6,25535.158063458548,13,5,25934.307011174737,13,5,31682.97594439714,12,6,0.06935832756502691,0.7280198722051408
P00353,GENE0353,Protein description 353,GENE0353_HUMAN,12922.664770694173,4,2,,3,1,13816.544509925148,3,2,12805.387176814027,2,1,11623.655775675234,3,1,16629.778176781834,2,2,10911.897172320436,2,2,14049.263480603518,4,1,10843.423209571883,3,2,0.017711006221466263,0.9357965255526658
P00354,GENE0354,Protein description 354,GENE0354_HUMAN,122489.23166409472,12,8,141910.33167485896,11,7,162573.96661168733,12,8,172032.7809205109,11,8,149060.223241076,10,8,156907.26712082874,10,7,118957.54356658568,11,8,106461.27724186235,12,7,110242.46836383898,10,7,0.16992006326433184,0.269115029884324
P00355,GENE0355,Protein description 355,GENE0355_HUMAN,178518.32389574847,13,1,245079.5035930239,11,2,251142.41970988846,11,1,3996976.0090476424,11,2,3943349.9247219563,11,2,3677843.9332049233,12,2,161123.14274066404,11,1,165036.49208532655,11,1,153227.14011046916,12,2,4.121715822033522,1.4487828642953312e-05
P00356,GENE0356,Protein description 356,GENE0356_HUMAN,37212.27283239725,7,5,62224.97188188837,9,4,61032.98625445505,7,5,55559.93057761371,8,5,59980.849282466894,9,4,49961.777638109226,8,4,54064.03955772531,7,4,41466.91112234243,9,4,44058.99566530669,9,5,0.0788367305433546,0.7721819097614945
P00357,GENE0357,Protein description 357,GENE0357_HUMAN,39657.62856695188,2,7,46841.18501651102,3,7,48322.56681694002,2,7,56920.473640323566,2,7,56294.15114707856,2,8,49724.3750588666,1,8,254001.6061214486,1,8,204551.58097703676,2,8,272908.9861866296,3,8,0.27593762254793575,0.06352578300679071
P00358,GENE0358,Protein description 358,GENE0358_HUMAN,54498.07749215573,4,6,57308.78529629939,5,6,39294.31595039488,4,5,63489.73086388189,4,6,70744.24652242803,3,5,,4,5,48775.34214283224,4,5,42272.905430849474,4,6,50311.32655647106,4,6,0.43147394451506926,0.15464582977418534
P00359,GENE0359,Protein description 359,GENE0359_HUMAN,7650.55503378539,5,6,6985.557691654005,6,6,6779.157543038567,4,6,7298.995148348251,6,6,8309.073386644493,5,6,7345.294951618619,4,6,5977.03537636473,6,6,8123.221457347243,6,6,5654.062306351175,5,6,0.09938672404783944,0.2837606546842651
P00360,GENE0360,Protein description 360,GENE0360_HUMAN,26474.08871257942,14,6,20831.79885710293,12,6,27790.001169719068,14,5,30050.68992698845,13,6,32279.73261615186,12,6,28590.561010119407,13,6,23976.193932239636,13,5,22454.501416300205,13,5,20414.609970931986,13,6,0.28521044251852423,0.1080043851858304
P00361,GENE0361,Protein description 361,GENE0361_HUMAN,21180.819444276713,3,6,25060.15146878023,2,6,24881.294521428055,3,5,40031.69964961508,3,6,29470.31648578068,3,6,35166.732323256576,2,5,29569.089967543892,2,5,23570.742735511274,4,5,17320.08499946803,3,5,0.5504672076546377,0.02166384768216342
